sent_id,teks,token_id,token,lemma,upos,xpos,feats,head,deprel,misc,tipe_afiks
train-s2395,"Ilmu sejarah memiliki dosen berdedikasi tinggi dalam sejarah misalnya Prof. PJ Suwarno. SH, Drs. G. Moedjanto, DR FX Baskara Tulus Wardaya, SJ, Drs. H. Purwanta, M. Hum, Dra. Lucia Juningsih, M. Hum. Fakultas Sains dan Teknologi merupakan penggabungan Fakultas Teknik dan Fakultas Matematika Ilmu Pengetahuan Alam. Proses penggabungan tersebut terjadi pada 1 Agustus 2007; tanggal tersebut saat ini merupakan tanggal kelahiran FST. Ide dasar dari penggabungan FT dan FMIPA berasal dari kebutuhan akan sinerginya ilmu - ilmu dasar dengan ilmu - ilmu terapan dalam memenuhi kebutuhan dan pemberdayaan masyarakat atas sains dan teknologi Program Studi Teknik Informatika mempersiapkan mahasiswa untuk menjadi lulusan S1 yang berkompeten.",122,lulusan,lulusan,NOUN,NSD,{'Number': 'Sing'},121,obj,{'MorphInd': '^lulus<a>+an_NSD$'},Sufiks
train-s4174,Usaha ini seolah - olah menabrak benteng baja yang berujung maut.,1,Usaha,usaha,NOUN,NSD,{'Number': 'Sing'},6,nsubj,{'MorphInd': '^usaha<n>_NSD$'},Tidak Berimbuhan
train-s2238,Gapai Bintangmu adalah sebuah album musik pertama karya finalis Idola Cilik 1.,12,1,1,NUM,CC-,{'NumType': 'Card'},11,nummod,"{'SpaceAfter': 'No', 'MorphInd': '^1<c>_CC-$'}",Tidak Berimbuhan
train-s1294,"Jalur Bandara, juga dikenal sebagai jalur Jingga berjarak dengan jumlah 6 stasiun dan dioperasikan oleh Delhi Airport Metro Express Pvt. Limited (DAMEL), anak perusahaan di Reliance Infrastructure.",18,Airport,airport,PROPN,F--,_,17,flat,{'MorphInd': '^airport<f>_F--$'},Tidak Berimbuhan
train-s1155,"Ia bertanya, “Bisakah kita membuat sebuah mobil mewah terbaik di dunia?” Pertanyaan Eiji ini membuat Toyota memulai sebuah proyek super - rahasia yang diberi kode F1 (“Flagship” (Unggulan) + “No. 1 vehicle” (Mobil No. 1)).",12,di,di,ADP,R--,_,13,case,{'MorphInd': '^di<r>_R--$'},Tidak Berimbuhan
train-s445,"Dewan Revolusi Indonesia dilahirkan melalui Dekrit yang dikeluarkan oleh Untung di RRI pada 1 Oktober 1965. Dewan Revolusi Indonesia berisi nama - nama yang secara sembarang dimasukkan dengan Presidiumnya: Untuk Spesifikasi daripada Dekrit dan Keputusan Dewan Revolusi Indonesia, dibawah ini diberikan specimen dokumen Dekrit dan Keputusan Dewan Revolusi Indonesia: DEKRIT No. I TENTANG PEMBENTUKAN DEWAN REVOLUSI INDONESIA 1.",30,Presidiumnya,presidium,NOUN,F--+PS3,"{'Number[psor]': 'Sing', 'Person[psor]': '3'}",28,obl,"{'SpaceAfter': 'No', 'MorphInd': '^presidium<f>_F--+dia<p>_PS3$'}",Tidak Berimbuhan
train-s3658,Tapi niatnya untuk melenyapkan Liu Yu akhirnya tetap saja gagal setelah dia terpaksa harus kabur karena dibokong seseorang menggunakan jarum yang beracun ganas.,5,Liu,liu,PROPN,F--,_,4,obj,{'MorphInd': '^liu<f>_F--$'},Tidak Berimbuhan
train-s3189,"Setelah di China, tim RBR menguasai beberapa balapan lain seperti di Inggris, Jerman, Jepang, Brasil, dan balapan pamungkas di Abu Dhabi.",3,China,china,PROPN,F--,_,7,obl,"{'SpaceAfter': 'No', 'MorphInd': '^china<f>_F--$'}",Tidak Berimbuhan
train-s2641,Ultra Magnus adalah nama untuk salah satu karakter robot fiksi dari serial Transformers.,8,karakter,karakter,NOUN,NSD,{'Number': 'Sing'},4,nmod,{'MorphInd': '^karakter<n>_NSD$'},Tidak Berimbuhan
train-s3058,"Dalam versi lain dari mitos ini, Kronos menggulingkan kekuasaan Ofion yang jahat.",1,Dalam,dalam,ADP,NSD,{'Number': 'Sing'},2,case,{'MorphInd': '^dalam<n>_NSD$'},Tidak Berimbuhan
train-s3130,"Tumpahan mani menurut peraturan Taurat dianggap najis, seperti tertulis: ""Apabila seorang laki - laki tertumpah maninya, ia harus membasuh seluruh tubuhnya dengan air dan ia menjadi najis sampai matahari terbenam.",32,sampai,sampai,ADP,R--,_,33,case,{'MorphInd': '^sampai<r>_R--$'},Tidak Berimbuhan
train-s3474,"Sama dengan SD pada umumnya di Indonesia masa pendidikan sekolah di SD Negeri 3 Ngembal Kulon ditempuh dalam waktu enam tahun pelajaran, mulai dari Kelas I sampai Kelas VI.",19,waktu,waktu,NOUN,NSD,{'Number': 'Sing'},17,obl,{'MorphInd': '^waktu<n>_NSD$'},Tidak Berimbuhan
train-s3368,"Bandar Udara Internasional Mehrabad () adalah bandara internasional Teheran, Iran dengan kode IATA THR. Bandar Udara Internasional Mehrabad terdiri dari enam terminal, dimana terminal 1, 3 dan 5 hanya digunakan untuk musim Haji dan Umrah.",19,Udara,udara,PROPN,NSD,{'Number': 'Sing'},18,flat,{'MorphInd': '^udara<n>_NSD$'},Tidak Berimbuhan
train-s1984,"Jawab mereka: ""Kornelius, seorang perwira yang tulus hati dan takut akan Allah, dan yang terkenal baik di antara seluruh bangsa Yahudi, telah menerima penyataan Allah dengan perantaraan seorang malaikat kudus, supaya ia mengundang engkau ke rumahnya dan mendengar apa yang akan kaukatakan.""",23,seluruh,seluruh,DET,B--,{'PronType': 'Tot'},24,det,{'MorphInd': '^seluruh<b>_B--$'},Tidak Berimbuhan
train-s177,"Pulau Sulawesi merupakan gabungan dari 4 jazirah yang memanjang, dengan barisan pegunungan berapi aktif memenuhi lengan jazirah, yang beberapa di antaranya mencapai ketinggian di atas 3.000 meter di atas permukaan laut; tanah subur, ditutupi oleh hutan tropik lebat (primer dan sekunder).",24,mencapai,mencapai,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",12,acl,{'MorphInd': '^meN+capai<v>_VSA$'},Prefiks
train-s3687,Jordan Nagai () adalah seorang aktor pengisi Suara anak - anak Amerika serikat yang lahir di Los Angeles.,18,Los,los,PROPN,F--,_,16,obl,{'MorphInd': '^los<f>_F--$'},Tidak Berimbuhan
train-s2094,"Bisa saja kita memilih berdasarkan iklan di TV, radio, internet atau media lainnya, tapi apakah pasti benda atau jasa tersebut benar seperti yang terlihat di iklan?",19,pasti,pasti,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",20,amod,{'MorphInd': '^pasti<a>_ASP$'},Tidak Berimbuhan
train-s776,Apakah Nina rela menjual semua prinsip hidupnya demi popularitas di sekolah?,8,demi,demi,ADP,R--,_,9,case,{'MorphInd': '^demi<r>_R--$'},Tidak Berimbuhan
train-s3539,Dengan demikian Pulau Kakaban merupakan satu - satunya pulau di Indonesia yang mempunyai danau di tengahnya.,13,mempunyai,menpunyai,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",11,acl,{'MorphInd': '^meN+punya<v>+i_VSA$'},Konfiks
train-s267,"Cova - Lima berbatasan dengan Laut Timor di selatan, distrik Bobonaro dan Ainaro di timur, dan Provinsi Nusa Tenggara Timur",20,Nusa,nusa,PROPN,F--,_,19,flat,{'MorphInd': '^nusa<f>_F--$'},Tidak Berimbuhan
train-s830,Bilbo Baggins merupakan seorang karakter hobbit fiksi dalam legendarium JRR Tolkien.,3,merupakan,merupakan,VERB,O--,_,0,root,{'MorphInd': '^merupakan<o>_O--$'},Tidak Berimbuhan
train-s742,Rachmat Gobel juga aktif terlibat menggalakkan pembinaan Koperasi dan Usaha Kecil Menengah (UKM).,9,dan,dan,CCONJ,H--,_,10,cc,{'MorphInd': '^dan<h>_H--$'},Tidak Berimbuhan
train-s3961,"PATTIRO (Pusat Telaah dan Informasi Regional) adalah sebuah organisasi non pemerintah (non government organization) yang didirikan pada tanggal 17 April 1999 di Jakarta, yang mendedikasikan aktivitasnya pada upaya mewujudkan tata pemerintahan yang baik (good governance) dan peningkatan partisipasi publik di Indonesia, terutama pada tingkat lokal.",52,tingkat,tingkat,NOUN,NSD,{'Number': 'Sing'},34,obl,{'MorphInd': '^tingkat<n>_NSD$'},Tidak Berimbuhan
train-s2845,"Dokumen - dokumen yang diajukan Suzuki pada pertemuan yang sama menyarankan bahwa dalam usaha awal diplomatik dengan Uni Soviet, Jepang mengambil pendekatan sebagai berikut: Rusia harus diberi tahu dengan jelas bahwa kemenangannya atas Jerman adalah berkat Jepang, karena kita tetap netral, dan Soviet akan diuntungkan bila membantu Jepang mempertahankan posisinya di dunia internasional, karena musuh mereka di masa depan adalah Amerika Serikat.",22,mengambil,menambil,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",11,ccomp,{'MorphInd': '^meN+ambil<v>_VSA$'},Prefiks
train-s1302,Zahedan () merupakan kota yang terletak di sebelah timur Iran. Penduduknya berjumlah 580.000 jiwa (2005).,13,Penduduknya,penduduk,NOUN,NSD+PS3,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",14,nsubj,{'MorphInd': '^penduduk<n>_NSD+dia<p>_PS3$'},Tidak Berimbuhan
train-s3240,"Meskipun awalnya ia berhasil menjatuhkan perisai Phillip, ketiga peri memberi kekuatan mereka di dalam pedang pangeran Phillip, yang langsung ia lempar ke arah perut Maleficent dalam bentuk naga, mengenai jantungnya.",33,jantungnya,jantung,NOUN,NSD+PS3,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",32,obj,"{'SpaceAfter': 'No', 'MorphInd': '^jantung<n>_NSD+dia<p>_PS3$'}",Tidak Berimbuhan
train-s3206,"Walaupun database hierarki dan jaringan hadir sebelum database relasional, namun spesifikasi mereka masih secara keseluruhan informal.",7,sebelum,sebelum,ADP,S--,_,8,case,{'MorphInd': '^sebelum<s>_S--$'},Tidak Berimbuhan
train-s834,Puncaknya terjadi ketika SMU Kasuari pimpinan Farah mengejek SMU Cendrawasih.,8,mengejek,menejek,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",2,advcl,{'MorphInd': '^meN+ejek<v>_VSA$'},Prefiks
train-s3703,"Oleh karena HMPA juga melarutkan kation namun tidak pada anion, ia digunakan sebagai pelarut untuk beberapa reaksi SN2 yang sulit.",20,yang,yang,PRON,S--,{'PronType': 'Rel'},21,nsubj,{'MorphInd': '^yang<s>_S--$'},Tidak Berimbuhan
train-s1449,"Huta Raja merupakan salah satu desa yang ada di kecamatan Simangambat, kabupaten Padang Lawas Utara, provinsi Sumatera Utara, Indonesia.",9,di,di,ADP,R--,_,10,case,{'MorphInd': '^di<r>_R--$'},Tidak Berimbuhan
train-s3911,"Setelah ditunda dua tahun, maskapai mengadakan penerbangan perdana dari New York dan Los Angeles menuju San Francisco pada 8 Agustus 2007.",8,penerbangan,penterbangan,NOUN,NSD,{'Number': 'Sing'},7,obj,{'MorphInd': '^peN+terbang<v>+an_NSD$'},Konfiks
train-s2155,Joel Obi memulai karier juniornya di klub Internazionale kemudian memulai karier seniornya di klub tersebut.,13,di,di,ADP,R--,_,14,case,{'MorphInd': '^di<r>_R--$'},Tidak Berimbuhan
train-s4073,"Berdasarkan Surat Keputusan Menteri Dalam Negeri Nomor: 140 / 502 tanggal 22 September 1980 tentang penetapan desa menjadi kelurahan, maka sejak saat itulah desa Alalak selatan reami menjadi Kelurahan Alalak Selatan wilayah Kecamatan Banjarmasin Utara.",20,kelurahan,kelurahan,NOUN,NSD,{'Number': 'Sing'},19,obj,"{'SpaceAfter': 'No', 'MorphInd': '^ke+lurah<n>+an_NSD$'}",Konfiks
train-s596,Dalam sinteron itu dia berakting menyanyikan beberapa lagu dangdut populer.,1,Dalam,dalam,ADP,NSD,{'Number': 'Sing'},2,case,{'MorphInd': '^dalam<n>_NSD$'},Tidak Berimbuhan
train-s1908,"Karenanya, Inggris memunculkan istilah 'Wahhabi' dan merekayasa berbagai kedustaan dan kejahatan yang mereka lekatkan pada pengikut dakwah Syaikh Ibn Abdil Wahhab, sehingga banyak dari kaum muslimin di negeri - negeri jajahan Inggris yang termakan hasutan tersebut dan serta merta membenci mereka.",23,Abdil,abdil,PROPN,X--,_,22,flat,{'MorphInd': '^abdil<x>_X--$'},Tidak Berimbuhan
train-s896,Bagaimana pula jika peristiwa ``kehabisan cita'' dalam hidup pasangan suami-istri?,2,pula,pula,ADV,D--,_,6,advmod,{'MorphInd': '^pula<d>_D--$'},Tidak Berimbuhan
train-s1093,Ia pernah menjabat sebagai Perdana Menteri Perancis dari tahun 1995 hingga 1997.,12,1997,1997,NUM,CC-,{'NumType': 'Card'},5,nummod,"{'SpaceAfter': 'No', 'MorphInd': '^1997<c>_CC-$'}",Tidak Berimbuhan
train-s3884,"Kondisi geografis Provinsi Maluku bila dilihat dari sisi strategis peluang investasi bisnis dapat diprediksi bahwa sumber daya alam di sektor perikanan dan kelautan dapat dijadikan primadona bisnis di Maluku, selain sektor lainnya seperti pertanian sub sektor peternakan dan perkebunan, sektor perdagangan dan sektor pariwisata serta sektor jasa yang seluruhnya memiliki nilai jual dan potensi bisnis yang cukup tinggi Luas sumber daya darat di Maluku adalah sebesar 54.185 km2, dengan potensi sumber daya hutan: Adapun daerah penghasil tambang dan Mineral di Provinsi Maluku adalah: Provinsi Maluku ditetapkan oleh Menteri KKP (Fadel Mohammad) sebagai Lumbung Ikan Nasional 2030 sejak digelarnya Sail Banda 2010.",11,investasi,investasi,NOUN,NSD,{'Number': 'Sing'},10,compound,{'MorphInd': '^investasi<n>_NSD$'},Tidak Berimbuhan
train-s900,"Sementara kelompok agroindustri yang tetap dapat bertahan pada masa krisis adalah industri mie, pengolahan susu dan industri tembakau yang disebabkan oleh peningkatan permintaan di dalam negeri dan sifat industri yang padat karya.",9,masa,masa,NOUN,NSD,{'Number': 'Sing'},7,obl,{'MorphInd': '^masa<n>_NSD$'},Tidak Berimbuhan
train-s570,"Musa bertanya Samiri, seperti diceritakan dalam al-Quran: ``Berkata Musa; apakah yang mendorongmu berbuat demikian Samiri?",14,apakah,apa,ADV,W--+T--,{'PronType': 'Int'},16,advmod,{'MorphInd': '^apa<w>_W--+kah<t>_T--$'},Tidak Berimbuhan
train-s3803,"Baru tanggal 1 Juli 1952, SMP PIUS dinyatakan berdiri oleh Sr. M. Philomina dan Sr. M. Yosea.",12,Sr,sr,PROPN,F--,_,9,obl,"{'SpaceAfter': 'No', 'MorphInd': '^sr<f>_F--$'}",Tidak Berimbuhan
train-s1541,"Ada yang menyebutnya sebagai bangunan warisan UFO dengan alasan terdapat bangunan mirip piramida ditemukan di Mars yang berada satu lintang derajat yang sama dengan lintang derajat di Bumi, ada pula yang mengatakan peninggalan peradaban Atlantis dan sebagian lagi mengatakan bahwa konstruksi piramida digunakan dengan alasan bahwa pada peradaban lampau, manusia mengalami kesulitan untuk membuat konstruksi kubah.",37,dan,dan,CCONJ,H--,_,40,cc,{'MorphInd': '^dan<h>_H--$'},Tidak Berimbuhan
train-s630,"Mereka akan mengadakan penampilan lain di ""Music Lovers"" pada 25 November 2012.",9,Lovers,lovers,PROPN,X--,_,8,flat,"{'SpaceAfter': 'No', 'MorphInd': '^lovers<x>_X--$'}",Tidak Berimbuhan
train-s2299,"Lele tidak pernah ditemukan di air payau atau air asin, kecuali lele laut yang tergolong ke dalam marga dan suku yang berbeda (Ariidae).",1,Lele,lele,PROPN,X--,_,4,nsubj:pass,{'MorphInd': '^lele<x>_X--$'},Tidak Berimbuhan
train-s658,"Selama pemerintahan Salomo, Israel sebagai bangsa mencapai puncak kuasa, kedamaian, dan kemakmurannya (). Secara politik dan ekonomi masa pemerintahan Salomo menjadi suatu sukses; akan tetapi, secara rohani tergelincirnya Salomo ke dalam penyembahan berhala menjadikan masa pemerintahannya dianggap suatu kegagalan ().",15,kemakmurannya,kemakmuran,NOUN,NSD+PS3,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",9,conj,{'MorphInd': '^ke+makmur<a>+an_NSD+dia<p>_PS3$'},Konfiks
train-s2371,Pembobotan ini membedakan integral garis dengan integral yang lebih sederhana pada suatu selang.,5,garis,garis,NOUN,NSD,{'Number': 'Sing'},4,compound,{'MorphInd': '^garis<n>_NSD$'},Tidak Berimbuhan
train-s3665,"Suatu spesies juga disebut punah secara fungsional, bila beberapa anggotanya masih hidup tetapi tidak mampu berkembang biak, misalnya karena sudah tua, atau hanya ada satu jenis kelamin.",9,bila,bila,SCONJ,S--,_,13,mark,{'MorphInd': '^bila<s>_S--$'},Tidak Berimbuhan
train-s1354,"Dikenal akan kemampuan ekonominya, dia dilantik sebagai Kanselir Jerman pada 29 Maret 1930 setelah runtuhnya pemerintah koalisi Hermann Müller, seorang Demokrat Sosial, dalam usaha memperbaiki krisis ekonomi yang disebabkan Depresi Hebat.",7,dilantik,dilantik,VERB,VSP,"{'Number': 'Sing', 'Voice': 'Pass'}",0,root,{'MorphInd': '^di+lantik<v>_VSP$'},Prefiks
train-s3980,"Piala Interkontinental 1971 adalah seri pertandingan sepak bola pada bulan Desember 1971 antara Panathinaikos dari Yunani, runners - up Piala Champions Eropa 1970 - 71 melawan Nacional dari Uruguay, juara Copa Libertadores 1971.",24,1970,1970,NUM,CC-,{'NumType': 'Card'},21,nummod,{'MorphInd': '^1970<c>_CC-$'},Tidak Berimbuhan
train-s3869,"Program awal harus susah payah dibuat dengan menggunakan instruksi (operasi dasar) dari mesin tertentu, sering kali dalam notasi biner.",5,payah,payah,NOUN,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",4,advmod,{'MorphInd': '^payah<a>_ASP$'},Tidak Berimbuhan
train-s3397,"Universitas Perserikatan Bangsa Bangsa, atau United Nations University (UNU) adalah lengan akademik Perserikatan Bangsa Bangsa yang didirikan pada tahun 1973, yang melayani tujuan dan prinsip dari Piagam PBB. Universitas PBB melakukan berbagai penelitian tentang berbagai masalah global yang berhubungan dengan kelangsungan hidup, pembangunan dan kesejahteraan sosial yang menjadi perhatian dari PBB maupun negara - negara anggotanya.",20,didirikan,didirikan,VERB,VSP,"{'Number': 'Sing', 'Voice': 'Pass'}",14,acl,{'MorphInd': '^di+diri<n>+kan_VSP$'},Konfiks
train-s2597,"Yang terakhir adalah Kali Yuga atau zaman Besi di mana peradaban akan merosot secara rohani, hidup manusia berkurang karena kekerasan dan penyakit dan alam pada umumnya mengalami kematian.",24,dan,dan,CCONJ,H--,_,28,cc,{'MorphInd': '^dan<h>_H--$'},Tidak Berimbuhan
train-s3846,"Air Panas merupakan salah satu desa yang ada di kecamatan Pendalian V Koto, kabupaten Rokan Hulu, provinsi Riau, Indonesia.",13,Koto,koto,PROPN,X--,_,12,flat,"{'SpaceAfter': 'No', 'MorphInd': '^koto<x>_X--$'}",Tidak Berimbuhan
train-s3815,"Bintang muda yang timbul seperti DaMarcus Beasley dan Landon Donovan mulai tenar di MLS sebelum mencetak gol dan bermain untuk tim nasional AS, sementara pemain mapan seperti Brian McBride, Eddie Pope, dan Clint Mathis terus membuktikan kualitas mereka untuk kedua tim mereka di MLS dan tim nasional AS. Masalah keuangan liga yang berlangsung pada tahun 1998 menyebabkan hengkangnya Komisaris Doug Logan setelah akhir musim 1998.",33,Pope,pope,PROPN,X--,_,32,flat,"{'SpaceAfter': 'No', 'MorphInd': '^pope<x>_X--$'}",Tidak Berimbuhan
train-s3486,Roket bermula untuk penggunaan militer dan rekreasipada abad ke - 13 masehi.,7,rekreasipada,rekreasipada,ADP,X--,_,8,case,{'MorphInd': '^rekreasipada<x>_X--$'},Tidak Berimbuhan
train-s3466,"Apapun itu, masyarakat pada umunya tidak lagi mempermasalahkan / terpengaruh dan kembali menikmati minuman teh ini.",4,masyarakat,masyarakat,NOUN,NSD,{'Number': 'Sing'},9,nsubj,{'MorphInd': '^masyarakat<n>_NSD$'},Tidak Berimbuhan
train-s2136,"Walaupun demikian ketiga sandiwara ini tidak pernah dipentaskan sendiri - sendiri, namun berangkai sebagai sebuah trilogi panjang.",3,ketiga,ketiga,NUM,CO-,{'NumType': 'Card'},4,nummod,{'MorphInd': '^ke+tiga<c>_CO-$'},Prefiks
train-s2924,"Puncak tertingginya adalah ""Puncak Dahanyang"" memiliki ketinggian 1, 5 km di atas permukaan laut.",6,Dahanyang,dahanyang,PROPN,X--,_,5,flat,"{'SpaceAfter': 'No', 'MorphInd': '^dahanyang<x>_X--$'}",Tidak Berimbuhan
train-s682,"Menurut Babad Tanah Jawi, ia bergelar Senapati Jimbun Ningrat Ngabdurahman Panembahan Palembang Sayidin Panatagama, sedangkan menurut Serat Pranitiradya, bergelar Sultan Syah Alam Akbar, dan dalam Hikayat Banjar disebut Sultan Surya Alam. Nama Patah sendiri berasal dari kata al - Fatah, yang artinya ""Sang Pembuka"", karena ia memang pembuka kerajaan Islam pertama di pulau Jawa. Pada tahun 1479 ia meresmikan Masjid Agung Demak sebagi pusat pemerintahan.",19,Serat,serat,PROPN,NSD,{'Number': 'Sing'},18,obl,{'MorphInd': '^serat<n>_NSD$'},Tidak Berimbuhan
train-s3202,"Ketika awal berdiri, STM Negeri 2 Tasikmalaya, yang dipimpin oleh Bapak R. Surya Sugiarto, BE, mendapat izin membuka tiga Jurusan yaitu jurusan Mesin Umum, Jurusan Listrik, dan Jurusan Bangunan Gedung.",27,jurusan,jurusan,NOUN,NSD,{'Number': 'Sing'},25,appos,{'MorphInd': '^jurus<n>+an_NSD$'},Sufiks
train-s59,"Banyak pula permainan komputer, permainan video, dan lagu - lagu rap yang menampilkan AK - 47.",16,AK,ak,PROPN,F--,_,15,obj,{'MorphInd': '^ak<f>_F--$'},Tidak Berimbuhan
train-s4356,"Wangi adalah desa yang berada di kecamatan Jatirogo, Kabupaten Tuban, Jawa Timur, Indonesia.",7,kecamatan,kecamatan,NOUN,NSD,{'Number': 'Sing'},5,obl,{'MorphInd': '^ke+camat<n>+an_NSD$'},Konfiks
train-s797,"Dalam Buah Rindu, yang ditulis antara tahun 1928 dan tahun 1935 terlihat jelas perubahan perlahan saat lirik pantun dan syair Melayu menjadi sajak yang lebih modern.",5,yang,yang,PRON,S--,{'PronType': 'Rel'},6,nsubj:pass,{'MorphInd': '^yang<s>_S--$'},Tidak Berimbuhan
train-s2440,"Pada tahun 2005, ia merilis 3 album solo sendiri dan yang paling sukses dari anggota Shinhwa lain yang telah merilis album solo.",7,3,3,NUM,CC-,{'NumType': 'Card'},8,nummod,{'MorphInd': '^3<c>_CC-$'},Tidak Berimbuhan
train-s2497,"Seluruh operator GSM telah mengaplikasikan teknologi UMTS, HSDPA dan HSUPA pada jaringannya, dan operator CDMA juga telah mengaplikasikan teknologi CDMA2000 1x EV - DO. Akibat kebijakan pemerintah tentang penurunan tarif pada awal 2008, serta gencarnya perang tarif para operator yang makin gencar, kualitas layanan operator seluler di Indonesia terus memburuk, terutama pada jam - jam sibuk.",62,sibuk,sibuk,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",59,amod,"{'SpaceAfter': 'No', 'MorphInd': '^sibuk<a>_ASP$'}",Tidak Berimbuhan
train-s3203,"Hamidah Idham, atau terkenalnya Cici Paramida () adalah penyanyi dangdut dari Indonesia.",7,Paramida,paramida,PROPN,X--,_,6,flat,{'MorphInd': '^paramida<x>_X--$'},Tidak Berimbuhan
train-s3533,"Film ini juga dipenuhi bintang film Indonesia, tercatat ada sembilan nama peraih piala citra yang berkolaborasi secara sempurna untuk menyajikan tontonan yang berkualitas.",13,peraih,penraih,NOUN,NSD,{'Number': 'Sing'},12,compound,{'MorphInd': '^peN+raih<v>_NSD$'},Prefiks
train-s427,"Berdasarkan hasil penelusuran dari Tim yang dibentuk oleh Rektor IAIN Sultan Amai Gorontalo yang ditugaskan untuk mendapatkan data dan informasi tentang sejarah lahirnya IAIN Sultan Amai Gorontalo, ditemukanlah salah seorang pelaku sejarah yakni Drs. Edy Bakari yang menuturkan bahwa kelahiran IAIN Sultan Amai Gorontalo dilatarbelakangi oleh adanya dorongan dan keinginan luhur para tokoh agama, tokoh masyarakat, dan Pemerintah Daerah Gorontalo yang memiliki komitmen keislaman yang tinggi dan bersepakat untuk mendirikan Perguruan Tinggi Agama Islam (PTAI) di daerah ini.",74,mendirikan,mendirikan,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",72,xcomp,{'MorphInd': '^meN+diri<n>+kan_VSA$'},Konfiks
train-s133,``Apakah engkau juga orang Galilea?,6,Galilea,galilea,PROPN,X--,_,5,flat,"{'SpaceAfter': 'No', 'MorphInd': '^galilea<x>_X--$'}",Tidak Berimbuhan
train-s4046,"Meskipun, secara de facto, hak suara investor asing melebihi angka itu.",7,hak,hak,NOUN,NSD,{'Number': 'Sing'},11,nsubj,{'MorphInd': '^hak<n>_NSD$'},Tidak Berimbuhan
train-s887,"""Semua doktrin - doktrin ini, dengan pengecualian pada nomor 11 (tentang kedatangan Kristus pada premillennial), dianut oleh banyak pihak antara Protestan konservatif atau injili.",6,ini,ini,DET,B--,{'PronType': 'Dem'},3,det,"{'SpaceAfter': 'No', 'MorphInd': '^ini<b>_B--$'}",Tidak Berimbuhan
train-s4033,Orang - orang Tonga pertama kali bertemu Eropa pada tahun 1616 ketika Eendracht kapal Belanda melakukan kunjungan singkat ke pulau - pulau untuk berdagang.,5,pertama,pertama,NUM,CO-,{'NumType': 'Card'},6,nummod,{'MorphInd': '^pertama<c>_CO-$'},Tidak Berimbuhan
train-s1035,"Tetapi karena tidak dikelola oleh manajer profesional dan terlalu banyaknya 'politisasi' atau campur tangan pemerintah, mengakibatkan perusahaan tersebut hanya dijadikan 'sapi perah' oleh para birokrat.",16,tangan,tangan,NOUN,NSD,{'Number': 'Sing'},15,compound,{'MorphInd': '^tangan<n>_NSD$'},Tidak Berimbuhan
train-s1251,"Awal sejarah Laos didominasi oleh Kerajaan Nanzhao, yang diteruskan pada abad ke - 14 oleh kerajaan lokal Lan Xang yang berlangsung hingga abad ke - 18, setelah Thailand menguasai kerajaan tersebut.",23,hingga,hingga,ADP,R--,_,24,case,{'MorphInd': '^hingga<r>_R--$'},Tidak Berimbuhan
train-s3195,Selain itu desa ini merupakan salah satu komune di département di Oise.,4,ini,ini,DET,B--,{'PronType': 'Dem'},3,det,{'MorphInd': '^ini<b>_B--$'},Tidak Berimbuhan
train-s3119,"Pada Pasal 12 Undang - Undang tersebut dinyatakan bahwa, Jaminan Fidusia adalah jaminan kebendaan atas benda bergerak baik yang berwujud maupun tidak berwujud sehubungan dengan hutang - piutang antara debitur dan kreditur.",2,Pasal,pasal,NOUN,NSD,{'Number': 'Sing'},8,obl,{'MorphInd': '^pasal<n>_NSD$'},Tidak Berimbuhan
train-s930,"Cerita berpindah ke kedatangan pasukan Jepang tahun 1942, dimana anggota Dewan Kong Koan akhirnya ditangkap dan Rahardjo Soetardjo bersama Max Awuy menjadi rekan seperjuangan bawah tanah dalam pasukan Jepang.",22,Awuy,awuy,PROPN,X--,_,21,flat,{'MorphInd': '^awuy<x>_X--$'},Tidak Berimbuhan
train-s3186,"Candi ini terbuat dari batu andesit dan berdenah segi empat, dengan berukuran panjang 292 cm, lebar 296 cm dan tingginya 85 cm dengan tangga naik berada di sisi barat.",18,lebar,lebar,NOUN,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",14,conj,{'MorphInd': '^lebar<a>_ASP$'},Tidak Berimbuhan
train-s2956,Gambaran yang paling awal untuk legenda Sigurd ada pada piktoral yang dibentuk dari tujuh runestone di Swedia dan Ramsund carving (tahun 1000) and dan Gök Runestone (abad ke - 11).,5,untuk,untuk,ADP,R--,_,6,case,{'MorphInd': '^untuk<r>_R--$'},Tidak Berimbuhan
